Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
 1.620000e+03	 1.44130331e+00	 3.16784077e-01	-9.77781712e+02	 5.00000000e-01	 4.3551e+03	 8.5378e+15	-1.0000e+16
 1.630000e+03	 1.44120553e+00	 3.16686299e-01	-1.00050573e+03	 5.00000000e-01	 4.3716e+03	 8.5056e+15	-1.0000e+16
 1.640000e+03	 1.44110548e+00	 3.16586248e-01	-1.02372934e+03	 5.00000000e-01	 4.3886e+03	 8.4727e+15	-1.0000e+16
 1.650000e+03	 1.44100311e+00	 3.16483875e-01	-1.04746212e+03	 5.00000000e-01	 4.4060e+03	 8.4393e+15	-1.0000e+16
 1.660000e+03	 1.44089836e+00	 3.16379129e-01	-1.07171380e+03	 5.00000000e-01	 4.4239e+03	 8.4051e+15	-1.0000e+16
 1.670000e+03	 1.44079119e+00	 3.16271957e-01	-1.09649423e+03	 5.00000000e-01	 4.4422e+03	 8.3704e+15	-1.0000e+16
 1.680000e+03	 1.44068154e+00	 3.16162308e-01	-1.12181337e+03	 5.00000000e-01	 4.4611e+03	 8.3349e+15	-1.0000e+16
 1.690000e+03	 1.44056936e+00	 3.16050127e-01	-1.14768129e+03	 5.00000000e-01	 4.4805e+03	 8.2988e+15	-1.0000e+16
 1.700000e+03	 1.44045459e+00	 3.15935359e-01	-1.17410819e+03	 5.00000000e-01	 4.5004e+03	 8.2621e+15	-1.0000e+16
 1.710000e+03	 1.44033718e+00	 3.15817948e-01	-1.20110438e+03	 5.00000000e-01	 4.5209e+03	 8.2246e+15	-1.0000e+16
 1.720000e+03	 1.44021707e+00	 3.15697837e-01	-1.22868028e+03	 5.00000000e-01	 4.5420e+03	 8.1865e+15	-1.0000e+16
 1.730000e+03	 1.44009420e+00	 3.15574969e-01	-1.25684642e+03	 5.00000000e-01	 4.5636e+03	 8.1477e+15	-1.0000e+16
 1.740000e+03	 1.43996852e+00	 3.15449285e-01	-1.28561343e+03	 5.00000000e-01	 4.5859e+03	 8.1082e+15	-1.0000e+16
 1.750000e+03	 1.43983995e+00	 3.15320723e-01	-1.31499206e+03	 5.00000000e-01	 4.6087e+03	 8.0680e+15	-1.0000e+16
 1.760000e+03	 1.43970845e+00	 3.15189224e-01	-1.34499314e+03	 5.00000000e-01	 4.6322e+03	 8.0270e+15	-1.0000e+16
 1.770000e+03	 1.43957396e+00	 3.15054725e-01	-1.37562760e+03	 5.00000000e-01	 4.6564e+03	 7.9854e+15	-1.0000e+16
 1.780000e+03	 1.43943639e+00	 3.14917162e-01	-1.40690648e+03	 5.00000000e-01	 4.6812e+03	 7.9430e+15	-1.0000e+16
 1.790000e+03	 1.43929570e+00	 3.14776471e-01	-1.43884088e+03	 5.00000000e-01	 4.7068e+03	 7.8999e+15	-1.0000e+16
 1.800000e+03	 1.43915182e+00	 3.14632587e-01	-1.47144201e+03	 5.00000000e-01	 4.7331e+03	 7.8560e+15	-1.0000e+16
 1.810000e+03	 1.43900467e+00	 3.14485443e-01	-1.50472114e+03	 5.00000000e-01	 4.7601e+03	 7.8115e+15	-1.0000e+16
