Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
 2.230000e+02	 2.05088799e-02	-3.37249112e+00	 9.09676261e+04	 0.00000000e+00	 8.8463e+17	 7.2092e-38	 1.0000e+15
 2.240000e+02	 2.14185561e-02	-3.37158144e+00	 8.93359389e+04	 0.00000000e+00	 8.5764e+17	 7.4674e-38	 1.0000e+15
 2.250000e+02	 2.23119155e-02	-3.37068808e+00	 8.77533827e+04	 0.00000000e+00	 8.3184e+17	 7.7300e-38	 1.0000e+15
 2.260000e+02	 2.31894493e-02	-3.36981055e+00	 8.62178088e+04	 0.00000000e+00	 8.0718e+17	 7.9969e-38	 1.0000e+15
 2.270000e+02	 2.40516274e-02	-3.36894837e+00	 8.47271855e+04	 0.00000000e+00	 7.8358e+17	 8.2681e-38	 1.0000e+15
 2.280000e+02	 2.48988993e-02	-3.36810110e+00	 8.32795908e+04	 0.00000000e+00	 7.6099e+17	 8.5435e-38	 1.0000e+15
 2.290000e+02	 2.57316952e-02	-3.36726830e+00	 8.18732051e+04	 0.00000000e+00	 7.3935e+17	 8.8233e-38	 1.0000e+15
 2.300000e+02	 2.65504272e-02	-3.36644957e+00	 8.05063053e+04	 0.00000000e+00	 7.1862e+17	 9.1072e-38	 1.0000e+15
 2.310000e+02	 2.73554903e-02	-3.36564451e+00	 7.91772583e+04	 0.00000000e+00	 6.9875e+17	 9.3952e-38	 1.0000e+15
 2.320000e+02	 2.81472629e-02	-3.36485274e+00	 7.78845158e+04	 0.00000000e+00	 6.7969e+17	 9.6874e-38	 1.0000e+15
 2.330000e+02	 2.89261080e-02	-3.36407389e+00	 7.66266090e+04	 0.00000000e+00	 6.6140e+17	 9.9837e-38	 1.0000e+15
 2.340000e+02	 2.96923741e-02	-3.36330763e+00	 7.54021437e+04	 0.00000000e+00	 6.4385e+17	 1.0284e-37	 1.0000e+15
 2.350000e+02	 3.04463955e-02	-3.36255360e+00	 7.42097961e+04	 0.00000000e+00	 6.2698e+17	 1.0588e-37	 1.0000e+15
 2.360000e+02	 3.11884935e-02	-3.36181151e+00	 7.30483081e+04	 0.00000000e+00	 6.1078e+17	 1.0897e-37	 1.0000e+15
 2.370000e+02	 3.19189766e-02	-3.36108102e+00	 7.19164840e+04	 0.00000000e+00	 5.9521e+17	 1.1209e-37	 1.0000e+15
 2.380000e+02	 3.26381414e-02	-3.36036186e+00	 7.08131864e+04	 0.00000000e+00	 5.8023e+17	 1.1525e-37	 1.0000e+15
 2.390000e+02	 3.33462733e-02	-3.35965373e+00	 6.97373332e+04	 0.00000000e+00	 5.6582e+17	 1.1845e-37	 1.0000e+15
 2.400000e+02	 3.40436466e-02	-3.35895635e+00	 6.86878939e+04	 0.00000000e+00	 5.5196e+17	 1.2169e-37	 1.0000e+15
 2.410000e+02	 3.47305256e-02	-3.35826947e+00	 6.76638872e+04	 0.00000000e+00	 5.3861e+17	 1.2497e-37	 1.0000e+15
 2.420000e+02	 3.54071644e-02	-3.35759284e+00	 6.66643778e+04	 0.00000000e+00	 5.2574e+17	 1.2828e-37	 1.0000e+15
 2.430000e+02	 3.60738082e-02	-3.35692619e+00	 6.56884742e+04	 0.00000000e+00	 5.1335e+17	 1.3163e-37	 1.0000e+15
 2.440000e+02	 3.67306930e-02	-3.35626931e+00	 6.47353259e+04	 0.00000000e+00	 5.0140e+17	 1.3502e-37	 1.0000e+15
 2.450000e+02	 3.73780462e-02	-3.35562195e+00	 6.38041213e+04	 0.00000000e+00	 4.8988e+17	 1.3845e-37	 1.0000e+15
 2.460000e+02	 3.80160874e-02	-3.35498391e+00	 6.28940857e+04	 0.00000000e+00	 4.7877e+17	 1.4190e-37	 1.0000e+15
 2.470000e+02	 3.86450283e-02	-3.35435497e+00	 6.20044788e+04	 0.00000000e+00	 4.6805e+17	 1.4540e-37	 1.0000e+15
 2.480000e+02	 3.92650731e-02	-3.35373493e+00	 6.11345937e+04	 0.00000000e+00	 4.5769e+17	 1.4893e-37	 1.0000e+15
 2.490000e+02	 3.98764190e-02	-3.35312358e+00	 6.02837543e+04	 0.00000000e+00	 4.4769e+17	 1.5249e-37	 1.0000e+15
