Optical Power Monitor 4.0.4100.700

Power Meter;PM100USB
Power Meter SN;P2008717
Sensor;S120VC
Sensor SN;17072805
Sensor Type;Photodiode
Wavelength;518 nm
Range;Auto

Start of Measurement;10/29/2024 19:52:46
Elapsed Time;00:02:04:999
Samples;36237

--Statistics--
Minimum [W];6,414E-08
Maximum [W];0,007128
Mean [W];0,00048687
Standard Deviation [W];0,0013986
Ratio;111131,899 : 1

--Graph Data--
Time (ms);Power (W)
11313,293;1,0151E-07
11315,980;1,0457E-07
11318,609;9,672E-08
11321,256;8,5093E-08
11323,962;8,0374E-08
11326,611;8,7433E-08
11329,254;9,9061E-08
11331,966;1,0518E-07
11334,604;9,9514E-08
11337,243;8,8339E-08
11339,967;8,0638E-08
11342,634;8,4602E-08
11345,258;9,5701E-08
11347,925;1,0514E-07
11350,623;1,0242E-07
11353,239;9,1699E-08
11355,961;8,1317E-08
11358,610;8,2639E-08
11361,235;9,3058E-08
11363,978;1,0408E-07
11366,654;1,0431E-07
11369,278;9,4531E-08
11371,947;8,3318E-08
11374,611;8,1582E-08
11377,291;9,0567E-08
11379,978;1,0201E-07
11382,964;1,0495E-07
11385,591;9,6229E-08
11388,244;8,4564E-08
11391,656;8,1129E-08
11394,282;9,185E-08
11396,931;1,0329E-07
11399,656;1,0495E-07
11402,275;9,6418E-08
11409,874;8,4828E-08
11412,608;9,974E-08
11415,320;1,0582E-07
11417,934;1,0046E-07
11420,612;8,9094E-08
11427,636;8,1431E-08
11430,678;1,0453E-07
11433,646;1,0416E-07
11436,279;9,3662E-08
11439,271;8,2865E-08
11441,929;8,313E-08
11444,618;9,3474E-08
11449,791;1,0461E-07
11469,461;9,521E-08
11472,283;8,2828E-08
11475,445;8,3092E-08
11478,234;9,4946E-08
11480,929;1,0525E-07
11483,613;1,042E-07
11489,378;9,4115E-08
11492,359;8,4111E-08
11495,239;9,6418E-08
11497,914;1,0597E-07
11500,565;1,034E-07
11503,198;9,2718E-08
11505,915;8,2261E-08
11508,573;8,3243E-08
11513,194;9,3549E-08
11515,970;1,0593E-07
11519,043;9,8117E-08
11521,917;8,4224E-08
11524,605;8,2299E-08
11527,200;9,0869E-08
11529,922;1,0253E-07
11532,699;1,062E-07
11535,563;9,6796E-08
11538,200;8,5281E-08
11540,901;8,1884E-08
11543,553;8,9661E-08
11546,261;1,0114E-07
11548,883;1,0635E-07
11551,785;9,9778E-08
11554,567;8,6603E-08
11557,194;8,1733E-08
11559,898;8,8264E-08
11562,613;1E-07
11565,260;1,0623E-07
11567,904;1,0125E-07
11570,569;8,9887E-08
11573,218;8,1808E-08
11575,923;8,5244E-08
11578,580;9,6607E-08
11581,552;1,0593E-07
11584,275;1,0261E-07
11586,885;9,1775E-08
11589,544;8,2072E-08
11592,229;8,4262E-08
11596,791;9,5021E-08
11599,613;1,0586E-07
11602,228;9,7324E-08
11604,921;8,5583E-08
11607,562;8,211E-08
11610,218;8,9623E-08
11613,717;1,0155E-07
11616,623;1,0548E-07
11619,232;9,5852E-08
11621,914;8,4526E-08
11624,542;8,2488E-08
11627,238;9,0944E-08
11630,013;1,0261E-07
11632,903;1,0604E-07
11635,578;9,7362E-08
11638,199;8,5697E-08
11640,880;8,1921E-08
11650,618;8,9887E-08
11653,575;9,2039E-08
11656,231;8,2223E-08
11658,843;8,4451E-08
11661,522;9,5172E-08
11664,281;1,0571E-07
11667,255;1,0404E-07
11669,838;9,3474E-08
11672,561;8,2941E-08
11675,199;8,3583E-08
11677,878;9,3927E-08
11680,562;1,0506E-07
11683,236;1,0559E-07
11685,833;9,6078E-08
11698,528;8,5017E-08
11701,241;1,0174E-07
11703,878;9,0302E-08
11711,226;8,211E-08
11714,233;1,0604E-07
11716,847;1,051E-07
11719,517;9,4908E-08
11735,159;8,3809E-08
11737,986;8,7433E-08
11740,851;8,2299E-08
11743,532;8,9963E-08
11746,302;1,0167E-07
11752,761;1,0665E-07
11755,486;8,3885E-08
11758,147;8,3205E-08
11770,077;9,2567E-08
11789,718;8,279E-08
11792,524;8,6036E-08
11795,201;9,6871E-08
11797,908;1,068E-07
11800,558;1,0472E-07
11803,355;9,4002E-08
11806,172;8,2828E-08
11808,848;8,4791E-08
11816,153;9,5361E-08
11818,832;9,8268E-08
11835,937;8,6452E-08
11840,459;8,4413E-08
11861,223;8,8868E-08
11865,151;1,065E-07
11867,864;1,0242E-07
11870,580;9,1284E-08
11873,155;8,2828E-08
11875,857;8,5923E-08
11878,546;9,6984E-08
11885,546;1,0691E-07
11888,551;8,581E-08
11891,168;8,313E-08
11893,839;9,1661E-08
11908,457;1,0329E-07
11911,855;9,4342E-08
11934,629;1,0691E-07
11938,265;8,9887E-08
11941,992;8,3205E-08
11944,821;9,5701E-08
11947,504;1,0638E-07
11950,168;1,0601E-07
11958,397;9,5965E-08
11961,170;9,4304E-08
11963,856;1,0567E-07
11966,529;1,0661E-07
11975,515;9,74E-08
11978,125;9,5739E-08
11980,853;1,0657E-07
11983,627;1,0612E-07
11990,303;9,4682E-08
11993,132;8,9057E-08
11996,045;1,0034E-07
11999,010;1,0763E-07
12001,847;1,0012E-07
12004,499;8,8453E-08
12007,142;8,2714E-08
12009,797;8,8981E-08
12028,135;1,0038E-07
12030,812;1,0669E-07
12033,834;1,0555E-07
12042,789;9,4833E-08
12045,504;9,8683E-08
12048,192;1,0755E-07
12050,801;1,0438E-07
12059,483;9,336E-08
12063,814;1,0023E-07
12066,800;1,0631E-07
12069,559;9,6343E-08
12072,487;8,4036E-08
12075,117;8,4451E-08
12077,757;9,4342E-08
12080,522;1,0559E-07
12083,189;1,0684E-07
12085,786;9,7815E-08
12088,483;8,615E-08
12091,105;8,3432E-08
12093,745;9,1699E-08
12096,484;1,0325E-07
12099,968;1,0755E-07
12102,840;9,6494E-08
12105,418;8,5281E-08
12108,104;8,3734E-08
12110,794;9,3021E-08
12113,483;1,0469E-07
12116,112;1,0729E-07
12118,749;9,9099E-08
12121,412;8,7509E-08
12124,115;8,3205E-08
12126,758;9,0151E-08
12129,485;1,0201E-07
12132,143;1,0771E-07
12134,796;1,0182E-07
12137,484;9,0378E-08
12140,110;8,313E-08
12142,751;8,732E-08
12145,480;9,8532E-08
12148,106;1,0737E-07
12150,796;1,0469E-07
12153,753;9,2152E-08
12156,416;8,3205E-08
12159,112;8,6074E-08
12162,542;9,6909E-08
12165,488;1,0771E-07
12168,113;1,0197E-07
12170,745;9,0491E-08
12173,490;8,3054E-08
12176,110;8,732E-08
12178,748;9,8608E-08
12181,491;1,0752E-07
12184,104;1,0487E-07
12186,761;9,3964E-08
12189,415;8,3696E-08
12192,105;8,5055E-08
12194,763;9,5663E-08
12197,485;1,0646E-07
12200,114;1,0638E-07
12202,740;9,6569E-08
12205,412;8,5357E-08
12208,071;8,3734E-08
12210,755;9,2756E-08
12213,411;1,0457E-07
12216,106;1,0737E-07
12218,743;9,925E-08
12221,483;8,7546E-08
12224,117;8,3281E-08
12226,744;9,0076E-08
12229,474;1,0193E-07
12232,105;1,0778E-07
12234,751;1,0204E-07
12237,376;9,0529E-08
12240,102;8,3092E-08
12243,081;8,8641E-08
12245,757;1,0008E-07
12248,450;1,0782E-07
12251,103;1,0363E-07
12253,776;9,2341E-08
12257,047;8,3205E-08
12259,783;8,8792E-08
12262,529;1,0008E-07
12265,522;1,0774E-07
12268,486;1,0072E-07
12271,094;8,9094E-08
12273,747;8,3016E-08
12276,415;8,8641E-08
12279,143;1,0019E-07
12281,796;1,0759E-07
12284,524;1,0363E-07
12287,413;9,0755E-08
12290,092;8,3167E-08
12292,750;8,7018E-08
12295,418;9,8419E-08
12298,111;1,0755E-07
12300,742;1,048E-07
12303,415;9,3813E-08
12306,139;8,3696E-08
12308,738;8,4942E-08
12311,447;9,5323E-08
12314,142;1,0661E-07
12316,784;1,0642E-07
12319,394;9,672E-08
12322,100;8,5432E-08
12325,091;8,4451E-08
12327,708;9,4002E-08
12330,458;1,0548E-07
12333,548;1,0646E-07
12341,121;9,5361E-08
12344,096;9,2794E-08
12346,799;1,0412E-07
12349,405;1,0744E-07
12352,058;9,9438E-08
12354,780;8,7773E-08
12357,376;8,2941E-08
12360,089;9,0114E-08
12362,789;1,0151E-07
12365,512;1,0771E-07
12368,434;1,0072E-07
12371,054;8,9208E-08
12373,724;8,2941E-08
12376,369;8,8453E-08
12379,144;1E-07
12382,307;1,0759E-07
12385,097;1,0076E-07
12387,708;8,9094E-08
12390,366;8,3054E-08
12393,112;8,8188E-08
12396,073;1,0148E-07
12398,759;1,0771E-07
12401,378;1,0201E-07
12404,050;9,0642E-08
12406,736;8,2941E-08
12409,422;8,6867E-08
12412,065;9,789E-08
12414,772;1,0733E-07
12417,436;1,0476E-07
12420,076;9,3889E-08
12422,726;8,3356E-08
12425,393;8,4677E-08
12429,286;9,4908E-08
12432,055;1,0722E-07
12434,783;1,0216E-07
12437,346;9,0416E-08
12440,050;8,2563E-08
12442,739;8,6414E-08
12446,824;9,7853E-08
12449,727;1,0654E-07
12452,376;9,789E-08
12455,091;8,6263E-08
12457,840;8,2639E-08
12460,714;9,2039E-08
12463,411;1,0352E-07
12466,092;1,0688E-07
12468,700;9,8797E-08
12471,385;8,7358E-08
12474,069;8,2488E-08
12477,571;8,9094E-08
12480,376;1,0461E-07
12483,076;1,0638E-07
12488,075;9,7513E-08
12490,737;8,2563E-08
12493,537;8,8868E-08
12496,451;1,0208E-07
12499,096;1,0695E-07
12501,706;1,0008E-07
12504,348;8,8604E-08
12507,032;8,2035E-08
12509,683;8,7509E-08
12512,371;9,8608E-08
12515,068;1,0672E-07
12520,126;1,0299E-07
12523,054;8,2299E-08
12525,822;8,4828E-08
12528,736;9,6984E-08
12531,737;1,0654E-07
12537,214;1,0287E-07
12540,084;8,1997E-08
12542,684;8,5697E-08
12545,377;9,6947E-08
12548,067;1,0623E-07
12550,735;1,0397E-07
12553,362;9,3134E-08
12556,062;8,2828E-08
12558,687;8,3583E-08
12561,362;9,3927E-08
12564,061;1,051E-07
12566,741;1,0544E-07
12569,921;9,5814E-08
12572,695;8,2677E-08
12575,364;8,3696E-08
12578,007;9,3738E-08
12580,738;1,051E-07
12583,415;1,0529E-07
12586,021;9,5852E-08
12588,656;8,43E-08
12591,360;8,2601E-08
12594,048;9,1057E-08
12596,819;1,0272E-07
12600,564;1,0593E-07
12603,356;9,3096E-08
12606,053;8,2488E-08
12608,656;8,3394E-08
12611,390;9,3813E-08
12614,021;1,0472E-07
12616,760;1,0521E-07
12619,394;9,589E-08
12622,047;8,4375E-08
12624,715;8,2186E-08
12629,613;9,0906E-08
12632,672;1,0597E-07
12635,324;9,8419E-08
12638,024;8,6754E-08
12640,658;8,1695E-08
12643,451;8,8E-08
12653,751;1,0136E-07
12660,972;8,1733E-08
12664,068;1,0348E-07
12666,658;1,0514E-07
12669,349;9,555E-08
12672,046;8,4262E-08
12674,693;8,2186E-08
12677,333;9,0755E-08
12680,013;1,0235E-07
12682,693;1,0616E-07
12685,324;9,8419E-08
12688,001;8,6565E-08
12690,693;8,1619E-08
12706,356;8,7962E-08
12726,505;8,4904E-08
12729,294;9,9514E-08
12732,045;1,0612E-07
12734,640;1,0114E-07
12741,136;8,9774E-08
12743,974;9,034E-08
12746,751;1,0227E-07
12757,650;1,0597E-07
12773,382;8,917E-08
12776,330;8,6338E-08
12779,027;9,7513E-08
12781,678;1,0593E-07
12784,344;1,0246E-07
12787,570;9,1473E-08
12790,308;8,128E-08
12792,998;8,6263E-08
12801,044;9,7664E-08
12803,986;8,9736E-08
12806,652;8,1317E-08
12809,308;8,4602E-08
12822,716;9,5814E-08
12825,651;8,3281E-08
12854,559;9,3964E-08
12857,307;8,0713E-08
12860,002;8,6942E-08
12862,636;9,8306E-08
12873,768;1,0537E-07
12876,647;8,698E-08
12879,295;9,8344E-08
12882,157;1,0529E-07
12895,998;9,925E-08
12898,782;1,0544E-07
12915,077;9,9363E-08
12917,984;1,008E-07
12920,788;8,9547E-08
12923,631;8,0864E-08
12926,307;8,5583E-08
12930,703;9,8419E-08
12933,636;1,0408E-07
12941,160;9,4002E-08
12944,575;8,9661E-08
12947,330;1,0378E-07
12950,010;1,0495E-07
12958,705;9,5739E-08
12961,718;9,4115E-08
12964,649;1,054E-07
12967,302;1,0386E-07
12975,555;9,3209E-08
12978,413;9,4342E-08
12981,305;1,0567E-07
12983,986;1,0382E-07
12986,593;9,3549E-08
12989,263;8,2714E-08
12992,297;8,3092E-08
12994,944;9,4644E-08
12997,980;1,0612E-07
13000,632;1,0435E-07
13008,017;9,3738E-08
13010,944;9,2114E-08
13025,463;1,0378E-07
13028,352;9,5399E-08
13032,739;1,065E-07
13035,600;9,8834E-08
13038,507;8,7131E-08
13041,259;8,3507E-08
13049,031;9,1812E-08
13052,387;1,0084E-07
13055,252;8,664E-08
13057,905;8,3809E-08
13060,607;9,2454E-08
13063,288;1,042E-07
13065,948;1,0835E-07
13068,620;1,0121E-07
13071,231;8,9774E-08
13073,924;8,3771E-08
13076,565;8,9963E-08
13079,274;1,0151E-07
13081,928;1,0884E-07
13084,620;1,0438E-07
13087,227;9,336E-08
13089,927;8,4526E-08
13092,586;8,7433E-08
13095,248;9,8419E-08
13098,176;1,0876E-07
13100,929;1,0616E-07
13103,568;9,5172E-08
13106,243;8,5357E-08
13108,882;8,6716E-08
13111,568;9,7324E-08
13114,295;1,0823E-07
13117,234;1,0759E-07
13119,877;9,6758E-08
13122,576;8,615E-08
13125,238;8,6414E-08
13127,973;9,6343E-08
13130,618;1,0767E-07
13133,242;1,0895E-07
13135,920;1,0004E-07
13138,613;8,8453E-08
13141,266;8,5583E-08
13144,388;9,3776E-08
13147,245;1,0782E-07
13149,974;1,0907E-07
13152,609;1,0031E-07
13155,277;8,8604E-08
13157,941;8,5659E-08
13160,532;9,3927E-08
13163,290;1,0582E-07
13166,283;1,0978E-07
13168,943;1,0151E-07
13171,528;9E-08
13174,243;8,5395E-08
13176,877;9,2605E-08
13179,609;1,0423E-07
13182,282;1,1008E-07
13184,968;1,0416E-07
13187,528;9,2945E-08
13190,279;8,5546E-08
13192,922;8,9623E-08
13195,596;1,0091E-07
13198,275;1,0997E-07
13200,946;1,0718E-07
13203,552;9,6192E-08
13206,405;8,6036E-08
13209,229;8,849E-08
13211,854;9,9174E-08
13214,653;1,0948E-07
13217,243;1,082E-07
13219,879;9,74E-08
13222,510;8,664E-08
13225,262;8,6678E-08
13227,876;9,6682E-08
13230,610;1,0771E-07
13233,598;1,0857E-07
13236,237;9,9023E-08
13238,900;8,7546E-08
13241,609;8,6074E-08
13244,239;9,5059E-08
13246,882;1,0672E-07
13249,571;1,0952E-07
13252,503;1,0174E-07
13255,236;8,8792E-08
13257,876;8,5546E-08
13260,543;9,3738E-08
13263,236;1,0555E-07
13265,922;1,0993E-07
13268,604;1,0284E-07
13271,635;9,1397E-08
13274,624;8,5659E-08
13277,237;9,3587E-08
13279,921;1,0548E-07
13282,610;1,1012E-07
13286,088;1,0284E-07
13293,533;8,766E-08
13296,198;1,0408E-07
13298,878;1,1008E-07
13302,213;1,045E-07
13304,877;8,9774E-08
13307,526;8,5281E-08
13310,198;9,2303E-08
13312,989;1,0389E-07
13315,986;1,0982E-07
13318,882;1,0167E-07
13321,528;8,9963E-08
13324,241;8,513E-08
13326,847;9,2152E-08
13329,622;1,0374E-07
13332,774;1,0967E-07
13335,560;1,0125E-07
13338,195;8,9698E-08
13340,913;8,4904E-08
13343,642;9,1812E-08
13346,560;1,0499E-07
13367,374;1,0952E-07
13380,516;9,4719E-08
13383,199;1,0669E-07
13385,877;9,7362E-08
13388,529;8,5432E-08
13391,238;8,1997E-08
13393,877;8,9661E-08
13396,574;1,0114E-07
13399,568;1,0537E-07
13402,196;9,7324E-08
13404,871;8,5206E-08
13407,507;8,0525E-08
13410,258;8,7056E-08
13413,171;1,0004E-07
13415,918;1,0465E-07
13418,526;9,7777E-08
13421,160;8,6074E-08
13423,834;7,9732E-08
13430,790;8,5244E-08
13433,881;1,0261E-07
13436,509;9,2341E-08
13439,146;8,1317E-08
13441,832;8,1129E-08
13460,479;9,0793E-08
13468,823;1,011E-07
13471,520;8,6829E-08
13474,960;8,2374E-08
13477,840;9,3549E-08
13480,552;1,0495E-07
13483,234;1,0725E-07
13488,686;9,8797E-08
13491,496;8,4791E-08
13506,401;9,3625E-08
13516,325;8,8188E-08
13520,760;1,0151E-07
13532,972;8,6452E-08
13535,839;1,0174E-07
13538,499;9,0491E-08
13541,148;8,6867E-08
13543,813;9,4606E-08
13546,489;1,0646E-07
13549,154;1,1122E-07
13551,903;1,0465E-07
13555,416;9,3021E-08
13558,134;8,7358E-08
13560,794;9,589E-08
13563,480;1,0763E-07
13566,193;1,1091E-07
13568,860;1,0329E-07
13571,479;9,1322E-08
13574,148;8,6489E-08
13576,797;9,2983E-08
13579,487;1,0442E-07
13582,143;1,108E-07
13584,836;1,0563E-07
13587,487;9,4342E-08
13590,150;8,5999E-08
13592,793;8,9698E-08
13595,480;1,0068E-07
13599,058;1,102E-07
13601,830;1,0386E-07
13604,479;9,2265E-08
13609,068;8,5621E-08
13611,789;9,8948E-08
13615,230;1,094E-07
13618,147;1,0476E-07
13620,818;9,3436E-08
13624,150;8,5395E-08
13626,836;9,151E-08
13639,376;1,0329E-07
13642,111;8,6414E-08
13652,071;9,638E-08
13654,788;8,8981E-08
13657,540;8,4036E-08
13661,800;9,034E-08
13674,310;1,074E-07
13677,162;9,1057E-08
13679,821;1,0261E-07
13686,567;1,0752E-07
13689,505;8,3696E-08
13692,647;8,4375E-08
13706,431;9,74E-08
13750,324;8,513E-08
13753,141;9,6758E-08
13755,771;8,547E-08
13758,537;8,5093E-08
13761,214;9,4568E-08
13764,136;1,0748E-07
13771,409;1,0831E-07
13774,132;8,5281E-08
13776,853;9,1963E-08
13779,500;1,0389E-07
13793,719;1,1069E-07
13796,507;1,068E-07
13813,441;1,1224E-07
13821,190;1,1288E-07
13824,125;8,9472E-08
13826,755;9,5814E-08
13829,502;1,0733E-07
13834,100;1,1443E-07
13841,721;1,0163E-07
13844,503;1,0057E-07
13878,529;1,1182E-07
13883,409;1,1492E-07
13886,385;1,0529E-07
13889,066;9,2907E-08
13891,807;9,1737E-08
13895,507;1,0095E-07
13898,500;1,1537E-07
13901,134;1,1216E-07
13903,797;1,0125E-07
13906,488;9,1246E-08
13914,266;9,3323E-08
13917,128;1,1412E-07
13919,779;1,0416E-07
13922,506;9,2907E-08
13932,662;9,2416E-08
13936,106;1,085E-07
13938,762;9,4229E-08
13941,551;9,1548E-08
13947,507;1,0144E-07
13950,537;1,1416E-07
13953,513;1,0318E-07
13956,389;9,1624E-08
13959,083;9,3398E-08
13961,782;1,0397E-07
13964,432;1,1495E-07
13967,082;1,1435E-07
13969,770;1,045E-07
13973,206;9,3323E-08
13976,066;9,4342E-08
13983,814;1,0559E-07
13986,771;1,0291E-07
13989,392;9,2492E-08
13992,078;9,2794E-08
14000,983;1,0276E-07
14004,718;1,0178E-07
14007,391;9,1057E-08
14010,055;9,7211E-08
14012,749;1,0865E-07
14024,832;1,1586E-07
14027,753;1,0121E-07
14030,422;1,125E-07
14033,064;1,1529E-07
14035,752;1,0714E-07
14038,375;9,5474E-08
14041,041;9,0944E-08
14043,707;9,8344E-08
14046,419;1,1005E-07
14049,497;1,1548E-07
14052,376;1,068E-07
14055,056;9,5323E-08
14057,691;9,102E-08
14060,372;9,8155E-08
14063,053;1,0993E-07
14066,293;1,1548E-07
14069,058;1,068E-07
14071,764;9,5021E-08
14074,389;9,0869E-08
14077,019;9,7777E-08
14079,747;1,0967E-07
14082,390;1,1526E-07
14085,066;1,094E-07
14087,707;9,7739E-08
14090,380;9,0491E-08
14093,021;9,4984E-08
14095,744;1,0616E-07
14098,585;1,1499E-07
14101,368;1,1061E-07
14104,024;9,9514E-08
14106,701;9,0453E-08
14109,374;9,3323E-08
14113,284;1,042E-07
14116,056;1,1461E-07
14118,710;1,0778E-07
14121,376;9,6041E-08
14124,010;9,0114E-08
14126,696;9,5814E-08
14135,675;1,0744E-07
14138,353;9,4682E-08
14141,030;9E-08
14144,173;9,7173E-08
14147,026;1,1125E-07
14149,725;1,1412E-07
14152,374;1,0586E-07
14155,012;9,4417E-08
14158,081;8,9887E-08
14160,665;9,8155E-08
14163,391;1,1008E-07
14166,031;1,1431E-07
14168,703;1,0737E-07
14171,329;9,5588E-08
14174,028;8,9812E-08
14176,693;9,5361E-08
14179,370;1,0688E-07
14182,052;1,1416E-07
14184,700;1,1012E-07
14187,326;9,8683E-08
14195,000;8,9698E-08
14197,736;1,1276E-07
14200,399;1,1273E-07
14203,101;1,0318E-07
14205,696;9,1661E-08
14208,348;9,0189E-08
14211,021;9,925E-08
14213,723;1,1088E-07
14216,409;1,136E-07
14219,072;1,0586E-07
14221,668;9,404E-08
14224,409;8,9396E-08
14227,040;9,6418E-08
14229,742;1,0839E-07
14232,352;1,1394E-07
14235,092;1,0842E-07
14237,659;9,6947E-08
14240,368;8,9472E-08
14243,042;9,336E-08
14245,759;1,0469E-07
14248,332;1,139E-07
14251,047;1,1103E-07
14253,730;1,0019E-07
14256,324;8,9887E-08
14259,018;9,1359E-08
14261,732;1,0167E-07
14264,383;1,128E-07
14267,060;1,1265E-07
14269,701;1,0299E-07
14272,414;9,1435E-08
14275,033;9,0076E-08
14277,662;9,8872E-08
14280,342;1,1039E-07
14283,019;1,1352E-07
14285,739;1,0571E-07
14288,373;9,3927E-08
14290,979;8,9245E-08
14293,694;9,6229E-08
14296,360;1,0793E-07
14299,620;1,1382E-07
14302,347;1,0555E-07
14305,019;9,4002E-08
14307,685;8,917E-08
14310,372;9,6229E-08
14313,322;1,0952E-07
14316,023;1,1382E-07
14318,699;1,0691E-07
14321,369;9,5474E-08
14324,017;8,9396E-08
14326,654;9,4568E-08
14329,526;1,0627E-07
14332,366;1,1405E-07
14335,059;1,085E-07
14337,661;9,6833E-08
14340,370;8,9359E-08
14343,016;9,3172E-08
14345,696;1,0435E-07
14348,334;1,1378E-07
14351,038;1,1114E-07
14353,739;1,0016E-07
14356,493;8,9849E-08
14359,337;9,2152E-08
14362,018;1,0284E-07
14368,525;1,1318E-07
14371,286;9,5323E-08
14374,022;8,9245E-08
14376,616;9,4606E-08
14379,406;1,0631E-07
14382,051;1,1371E-07
14384,699;1,1001E-07
14387,295;9,8797E-08
14390,001;8,9359E-08
14392,691;9,1812E-08
14395,353;1,0291E-07
14397,979;1,131E-07
14400,830;1,119E-07
14403,680;1,0034E-07
14406,318;8,9963E-08
14413,168;9,0982E-08
14416,040;1,1382E-07
14418,655;1,0684E-07
14421,292;9,5323E-08
14423,976;8,9321E-08
14427,593;9,438E-08
14430,378;1,102E-07
14433,371;1,131E-07
14436,016;1,0435E-07
14438,649;9,2681E-08
14441,480;8,9359E-08
14444,271;9,8532E-08
14446,967;1,0997E-07
14449,701;1,136E-07
14452,360;1,0571E-07
14455,003;9,3889E-08
14457,650;8,9019E-08
14460,320;9,6003E-08
14463,004;1,0744E-07
14465,686;1,1371E-07
14468,332;1,085E-07
14470,968;9,7249E-08
14473,645;8,9094E-08
14476,318;9,2832E-08
14479,003;1,0423E-07
14481,676;1,1337E-07
14484,439;1,1122E-07
14494,671;9,891E-08
14497,606;1,1137E-07
14500,336;1,1258E-07
14503,017;1,0295E-07
14505,660;9,1888E-08
14508,278;8,9623E-08
14510,957;9,8268E-08
14513,653;1,1008E-07
14516,317;1,1367E-07
14519,092;1,0571E-07
14521,975;9,2907E-08
14525,008;8,9887E-08
14527,610;9,823E-08
14530,319;1,1008E-07
14532,977;1,136E-07
14535,974;1,0589E-07
14540,029;9,2681E-08
14542,648;9,1699E-08
14545,317;1,025E-07
14547,965;1,1273E-07
14550,652;1,1205E-07
14553,328;1,0178E-07
14555,918;9,0604E-08
14558,610;9,0151E-08
14561,253;9,9854E-08
14564,037;1,111E-07
14566,648;1,1307E-07
14569,328;1,0465E-07
14571,989;9,3058E-08
14574,970;8,9774E-08
14577,618;9,8306E-08
14580,317;1,102E-07
14583,003;1,1356E-07
14585,651;1,0589E-07
14588,255;9,4342E-08
14590,961;8,9434E-08
14593,653;9,5588E-08
14596,304;1,0748E-07
14598,942;1,1409E-07
14601,627;1,0888E-07
14604,316;9,7551E-08
14606,937;8,9472E-08
14609,628;9,3058E-08
14612,333;1,0401E-07
14615,450;1,1375E-07
14618,281;1,0903E-07
14620,979;9,7588E-08
14623,642;8,9359E-08
14626,290;9,3134E-08
14629,650;1,0427E-07
14632,318;1,1412E-07
14634,978;1,0944E-07
14637,574;9,7739E-08
14640,255;8,9698E-08
14642,973;9,3021E-08
14645,647;1,045E-07
14648,280;1,1375E-07
14650,968;1,1178E-07
14653,654;1,0117E-07
14656,280;9,0604E-08
14658,958;9,1246E-08
14661,638;1,0159E-07
14664,472;1,1292E-07
14667,280;1,1261E-07
14669,956;1,0268E-07
14672,649;9,1661E-08
14675,289;9,0869E-08
14677,968;1,0027E-07
14680,656;1,119E-07
14683,318;1,1397E-07
14685,941;1,0544E-07
14691,280;9,3813E-08
14693,951;9,7551E-08
14696,647;1,0929E-07
14699,353;1,1454E-07
14701,918;1,0816E-07
14704,604;9,6343E-08
14716,099;8,9736E-08
14718,926;1,0642E-07
14721,564;9,4719E-08
14724,244;8,9359E-08
14726,931;9,5776E-08
14729,694;1,0733E-07
14732,610;1,1375E-07
14735,289;1,0755E-07
14738,809;9,4266E-08
14741,609;8,9208E-08
14744,284;9,7815E-08
14746,927;1,0967E-07
14749,773;1,1318E-07
14752,658;1,0438E-07
14761,439;9,2983E-08
14772,561;1,1193E-07
14775,283;9,0416E-08
14777,939;9,9552E-08
14780,605;1,1137E-07
14783,272;1,1386E-07
14803,523;1,0559E-07
14806,368;9,1322E-08
14809,276;9,2832E-08
14811,964;1,0374E-07
14818,499;1,1484E-07
14821,255;9,7551E-08
14834,521;9,0416E-08
14851,375;1,005E-07
14859,011;9,7702E-08
14921,485;1,0099E-07
14939,589;8,0864E-08
14948,150;8,2601E-08
14957,843;1,0382E-07
14960,542;8,8981E-08
14963,477;1,0068E-07
14966,237;1,0646E-07
14976,134;9,9023E-08
14978,874;9,5927E-08
14981,551;1,0604E-07
14984,234;1,0438E-07
14990,002;9,3889E-08
14992,866;8,5244E-08
14995,542;9,6343E-08
14998,272;1,0608E-07
15000,897;1,0457E-07
15003,541;9,3851E-08
15006,278;8,3016E-08
15009,210;8,3809E-08
15011,851;9,4644E-08
15018,236;1,0552E-07
15028,378;8,8981E-08
15031,210;1,051E-07
15039,890;1,045E-07
15042,889;8,3922E-08
15048,207;9,4682E-08
15050,862;1,0302E-07
15053,503;9,2077E-08
15056,194;8,1053E-08
15058,836;8,1015E-08
15061,498;9,0831E-08
15064,213;1,0178E-07
15066,882;1,0291E-07
15069,788;9,3474E-08
15072,536;8,0525E-08
15075,196;7,9015E-08
15077,815;8,7849E-08
15080,481;9,9212E-08
15083,243;1,0182E-07
15086,310;9,3511E-08
15089,157;7,909E-08
15091,839;7,7656E-08
15094,565;8,6603E-08
15097,163;9,8344E-08
15099,880;1,0091E-07
15102,531;9,2643E-08
15105,189;8,1129E-08
15107,837;7,6561E-08
15110,513;8,3658E-08
15113,164;9,5399E-08
15115,835;1,0136E-07
15118,524;9,5286E-08
15121,178;8,4073E-08
15123,849;7,6712E-08
15126,531;8,094E-08
15129,146;9,2077E-08
15131,836;1,0125E-07
15138,903;9,8193E-08
15141,844;7,7731E-08
15144,486;8,6565E-08
15147,602;9,8155E-08
15150,200;1,008E-07
15152,831;9,185E-08
15155,478;8,0298E-08
15158,183;7,7316E-08
15160,839;8,5621E-08
15163,718;9,7286E-08
15166,523;1,0167E-07
15169,145;9,3436E-08
15171,796;8,1884E-08
15174,526;7,7202E-08
