Optical Power Monitor 4.0.4100.700

Power Meter;PM100USB
Power Meter SN;P2008717
Sensor;S120VC
Sensor SN;17072805
Sensor Type;Photodiode
Wavelength;518 nm
Range;Auto

Start of Measurement;10/29/2024 19:52:46
Elapsed Time;00:02:04:999
Samples;36237

--Statistics--
Minimum [W];6,414E-08
Maximum [W];0,007128
Mean [W];0,00048687
Standard Deviation [W];0,0013986
Ratio;111131,899 : 1

--Graph Data--
Time (ms);Power (W)
71948,708;0,0032565
71951,374;0,0032554
71954,054;0,0032561
71956,748;0,0032554
71959,390;0,0032565
71962,041;0,0032554
71964,745;0,003255
71967,368;0,0032565
71970,057;0,0032561
71972,753;0,0032561
71975,352;0,0032554
71978,015;0,003255
71980,744;0,003255
71983,414;0,0032558
71986,073;0,0032554
71988,672;0,0032554
71991,995;0,0032543
71994,700;0,003255
71997,348;0,0032543
72000,087;0,0032539
72002,710;0,0032539
72005,980;0,0032543
72008,663;0,0032532
72011,388;0,0032543
72014,053;0,0032532
72016,699;0,0032528
72019,405;0,0032532
72022,061;0,0032525
72024,816;0,0032528
72027,662;0,0032525
72030,356;0,0032536
72033,066;0,0032525
72036,316;0,0032521
72039,041;0,0032521
72041,706;0,0032525
72044,368;0,0032528
72047,033;0,0032528
72049,750;0,0032514
72052,750;0,0032514
72055,372;0,0032517
72058,017;0,0032517
72060,661;0,0032521
72063,368;0,0032521
72066,023;0,0032517
72068,675;0,0032517
72071,377;0,003251
72074,023;0,003251
72076,670;0,0032499
72079,368;0,0032506
72084,557;0,0032499
72087,345;0,0032495
72090,056;0,0032495
72095,745;0,0032502
72102,298;0,0032495
72105,052;0,0032495
72107,650;0,0032502
72110,415;0,0032495
72113,352;0,0032495
72116,037;0,0032488
72118,709;0,0032488
72121,368;0,0032491
72124,013;0,0032495
72126,694;0,0032484
72134,794;0,003248
72137,698;0,003248
72140,369;0,0032477
72143,185;0,0032469
72147,261;0,0032477
72150,038;0,0032469
72152,704;0,0032473
72155,701;0,003248
72158,431;0,0032466
72161,011;0,0032473
72163,682;0,0032469
72166,388;0,0031957
72169,028;0,0031345
72171,641;0,0030869
72176,905;0,0030497
72183,105;0,0029951
72186,002;0,0029571
72188,673;0,0029465
72191,325;0,0029365
72199,634;0,0029302
72202,323;0,0029129
72205,024;0,0029089
72207,662;0,002907
72210,286;0,0029041
72213,105;0,002903
72215,974;0,0028996
72219,613;0,0028985
72225,521;0,0028971
72228,289;0,0028941
72239,658;0,0028945
72242,329;0,0028923
72245,016;0,0028904
72247,610;0,0028893
72250,286;0,0028893
72253,145;0,0028893
72264,394;0,0028893
72266,974;0,0028878
72269,655;0,0028867
72272,327;0,0028867
72275,055;0,002886
72277,623;0,0028856
72280,289;0,002886
72282,976;0,0028853
72289,315;0,0028856
72291,945;0,0028845
72294,618;0,0028845
72301,545;0,0028838
72304,291;0,0028838
72306,982;0,002883
72309,677;0,0028842
72312,289;0,0028834
72323,934;0,0028827
72327,713;0,0028812
72331,169;0,0028823
72333,937;0,0028819
72336,628;0,0028797
72339,310;0,0028819
72343,171;0,0028805
72345,940;0,0028801
72348,627;0,0028797
72351,755;0,0028801
72354,618;0,0028797
72357,288;0,0028801
72359,946;0,0028786
72362,618;0,0028794
72365,296;0,0028786
72368,113;0,0028786
72370,927;0,002879
72373,632;0,002879
72376,288;0,0028775
72378,946;0,0028768
72381,627;0,0028779
72386,663;0,0028775
72389,614;0,0028775
72393,010;0,0028783
72395,951;0,0028764
72398,621;0,0028757
72401,428;0,0028757
72404,325;0,0028768
72406,931;0,0028764
72409,591;0,0028768
72413,105;0,0028753
72415,941;0,002876
72418,613;0,0028764
72421,252;0,0028753
72423,943;0,0028757
72426,619;0,0028749
72429,265;0,0028738
72431,927;0,0028746
72434,621;0,0028749
72437,288;0,0028746
72440,001;0,0028749
72442,617;0,0028742
72445,273;0,0028742
72447,931;0,0028735
72450,756;0,0028738
72453,604;0,0028735
72456,281;0,0028742
72462,669;0,0028735
72481,697;0,0028731
72484,614;0,002872
72488,514;0,0028731
72491,481;0,0028724
72494,282;0,0028712
72496,929;0,0028716
72499,575;0,0028712
72502,287;0,0028712
72504,974;0,0028709
72507,601;0,0028709
72510,279;0,0028698
72513,045;0,0028705
72515,969;0,0028701
72518,574;0,0028698
72521,241;0,0028705
72527,809;0,0028701
72530,619;0,0028705
72533,246;0,0028698
72535,930;0,0028694
72538,584;0,0028694
72541,328;0,0028701
72543,966;0,002869
72546,580;0,0028701
72549,289;0,0028683
72551,966;0,0028687
72554,589;0,002869
72557,357;0,0028676
72559,921;0,0028683
72562,568;0,0028676
72565,253;0,0028683
72567,986;0,0028672
72570,615;0,0028679
72573,280;0,0028668
72575,964;0,0028679
72578,617;0,0028668
72581,246;0,0028676
72583,881;0,0028672
72586,619;0,0028668
72589,320;0,0028672
72591,882;0,0028665
72594,620;0,0028668
72597,261;0,0028668
72599,898;0,0028665
72602,573;0,0028653
72605,281;0,0028668
72607,890;0,0028672
72610,599;0,0028668
72613,290;0,0028657
72615,950;0,0028661
72618,882;0,0028661
72621,619;0,0028661
72624,198;0,0028676
72626,890;0,0028653
72629,576;0,002865
72632,208;0,0028653
72634,924;0,0028653
72637,535;0,0028661
72640,281;0,0028646
72642,932;0,0028646
72645,649;0,0028642
72648,278;0,002865
72650,915;0,002865
72653,563;0,0028646
72656,229;0,002865
72658,932;0,0028639
72661,592;0,0028639
72664,224;0,0028642
72666,900;0,0028642
72669,597;0,0028631
72672,222;0,0028639
72674,874;0,0028642
72677,582;0,0028635
72682,339;0,0028628
72685,243;0,0027625
72687,940;0,0027135
72690,565;0,0026744
72693,247;0,0026452
72695,888;0,002622
72698,575;0,0026006
72701,198;0,0025863
72703,922;0,0025752
72706,532;0,0025656
72709,414;0,0025568
72712,224;0,0025494
72714,884;0,0025435
72717,523;0,0025394
72720,250;0,0025354
72722,848;0,0025332
72731,314;0,002531
72734,209;0,0025236
72736,926;0,0025225
72739,577;0,0025225
72742,236;0,002521
72745,120;0,0025192
72747,840;0,0025184
72750,554;0,002517
72753,534;0,0025173
72756,206;0,0025166
72758,847;0,0025166
72761,579;0,0025151
72764,237;0,0025147
72766,898;0,0025151
72769,573;0,0025136
72772,242;0,002514
72774,843;0,0025133
72777,535;0,0025122
72780,196;0,0025125
72782,864;0,0025129
72785,574;0,0025122
72788,205;0,0025107
72790,848;0,0025118
72793,581;0,0025122
72796,199;0,0025111
72798,869;0,0025107
72802,555;0,0025111
72805,239;0,0025092
72807,845;0,0025092
72810,569;0,0025092
72813,243;0,0025096
72815,878;0,0025096
72818,530;0,0025085
72821,416;0,0025088
72824,236;0,0025077
72826,846;0,0025077
72829,563;0,0025085
72832,236;0,0025077
72834,870;0,0025077
72837,520;0,0025088
72840,178;0,0025074
72842,844;0,002507
72845,568;0,0025066
72848,156;0,0025059
72850,886;0,0025059
72853,495;0,0025059
72856,283;0,0025059
72859,201;0,0025063
72861,885;0,0025059
72864,547;0,0025059
72867,227;0,0025052
72870,009;0,0025052
72872,914;0,0025055
72875,528;0,002504
72878,154;0,0025055
72880,884;0,0025044
72883,525;0,0025044
72886,209;0,0025048
72888,848;0,0025029
72891,567;0,0025037
72894,199;0,002504
72896,841;0,0025033
72899,970;0,0025029
72902,839;0,0025029
72905,485;0,0025037
72908,162;0,0025033
72910,864;0,0025029
72913,524;0,0025029
72916,200;0,0025026
72918,827;0,0025022
72921,523;0,0025022
72924,199;0,0025026
72927,199;0,0025018
72929,884;0,0025026
72932,515;0,0025011
72935,193;0,0025018
72937,839;0,0025011
72940,524;0,0025011
72943,196;0,0025
72945,865;0,0025011
72953,514;0,0025
72956,195;0,0025004
72958,885;0,0025007
72961,488;0,0025007
72964,198;0,0024996
72966,817;0,0025007
72969,504;0,0024989
72972,197;0,0025
72974,839;0,0025007
72977,524;0,0025
72980,158;0,0024989
72982,877;0,0024996
72985,517;0,0024993
72988,131;0,0024981
72990,829;0,0024993
72993,514;0,0024993
72997,119;0,0024985
72999,833;0,0024985
73002,507;0,0024985
73005,201;0,0024981
73007,796;0,0024985
73011,165;0,0024989
73013,833;0,0024981
73016,614;0,0024981
73019,532;0,0024985
73022,194;0,002497
73024,834;0,0024981
73027,486;0,0024974
73030,169;0,0024981
73032,840;0,0024974
73035,528;0,0024974
73038,159;0,0024967
73040,802;0,0024967
73043,485;0,0024963
73046,155;0,0024967
73048,803;0,0024963
73051,485;0,0024974
73054,202;0,0024963
73056,797;0,0024959
73059,484;0,0024967
73062,155;0,0024952
73064,875;0,0024952
73067,445;0,0024959
73070,140;0,0024941
73072,916;0,0024948
73075,850;0,0024941
73078,508;0,0024952
73083,238;0,0024948
73086,162;0,0024941
73088,802;0,0024948
73091,449;0,0024948
73094,114;0,0024948
73096,803;0,0024926
73099,458;0,0024926
73110,288;0,0024934
73113,138;0,0024922
73115,834;0,002493
73118,490;0,0024934
73121,133;0,0024926
73123,819;0,0024934
73126,707;0,002493
73129,441;0,0024934
73132,147;0,0024922
73142,051;0,0024926
73144,842;0,0024919
73147,439;0,0024911
73150,149;0,0024911
73155,943;0,0024915
73158,821;0,0024911
73167,528;0,0024904
73170,527;0,00249
73173,449;0,0024911
73176,279;0,00249
73179,108;0,0024897
73181,837;0,0024904
73184,484;0,0024897
73187,816;0,0024897
73192,892;0,0024893
73195,787;0,0024897
73207,771;0,0024757
73210,484;0,0022718
73213,162;0,0022493
73215,882;0,0022323
73218,485;0,0022187
73221,143;0,0022062
73223,782;0,002198
73226,482;0,0021899
73233,846;0,0021848
73236,771;0,0021726
73245,698;0,0021686
73248,447;0,0021627
73251,077;0,0021601
73253,749;0,0021586
73256,441;0,0021586
73259,078;0,0021564
73264,880;0,002156
73267,760;0,0021545
73270,550;0,0021538
73273,080;0,0021534
73275,759;0,0021545
73278,479;0,0021523
73281,074;0,002152
73283,761;0,0021509
73289,513;0,0021516
73293,365;0,0021501
73303,241;0,0021501
73306,099;0,0021494
73310,964;0,0021486
73313,780;0,0021483
73316,787;0,0021479
73319,454;0,0021475
73322,086;0,0021472
73326,284;0,0021468
73329,087;0,0021472
73340,182;0,0021468
73364,583;0,0021457
73379,146;0,0021435
73381,742;0,002142
73384,469;0,002142
73387,059;0,0021427
73389,725;0,0021427
73392,451;0,0021431
73395,077;0,0021427
73397,746;0,0021424
73400,441;0,0021416
73403,075;0,0021413
73405,749;0,002142
73408,374;0,0021413
73411,072;0,0021405
73413,749;0,0021416
73416,475;0,0021424
73419,072;0,0021413
73421,715;0,0021413
73424,456;0,0021402
73427,066;0,0021409
73429,721;0,0021409
73432,490;0,0021402
73435,071;0,0021398
73437,743;0,0021402
73440,486;0,0021398
73443,122;0,0021405
73445,712;0,0021394
73448,373;0,0021391
73451,108;0,0021387
73453,743;0,0021391
73462,714;0,0021391
73465,374;0,002138
73468,073;0,0021391
73470,909;0,0021387
73473,743;0,0021391
73476,528;0,0021391
73479,404;0,0021383
73482,069;0,0021376
73484,867;0,0021383
73488,940;0,0021387
73491,867;0,0021391
73494,714;0,002138
73498,178;0,0021368
73501,110;0,0021372
73503,739;0,0021376
73506,429;0,0021361
73509,066;0,0021372
73511,979;0,0021365
73514,754;0,0021357
73517,448;0,0021365
73520,049;0,0021365
73522,818;0,0021368
73525,397;0,0021368
73531,451;0,0021365
73538,584;0,0021357
73546,041;0,0021357
73548,707;0,002135
73551,375;0,002135
73554,039;0,0021346
73557,619;0,0021354
73560,373;0,0021354
73563,018;0,002135
73566,547;0,0021343
73569,376;0,0021343
73572,029;0,0021343
73574,690;0,0021343
73577,464;0,0021339
73580,016;0,0021343
73582,711;0,0021346
73585,373;0,0021346
73588,028;0,0021339
73590,703;0,0021332
73593,377;0,0021332
73596,036;0,0021335
73598,698;0,0021339
73601,339;0,0021324
73604,036;0,0021335
73606,705;0,0021339
73609,369;0,0021321
73612,011;0,0021317
73614,703;0,0021321
73617,343;0,0021313
73620,038;0,0021313
73622,705;0,0021317
73625,327;0,0021309
73628,014;0,0021309
73630,709;0,0021302
73633,332;0,0021309
73636,023;0,0021313
73638,668;0,0021309
73641,327;0,0021309
73644,037;0,0021317
73646,662;0,0021302
73649,327;0,0021306
73652,030;0,0021321
73654,711;0,0021302
73657,336;0,0021302
73659,983;0,0021295
73662,671;0,0021306
73665,346;0,0021295
73668,037;0,0021295
73670,660;0,0021291
73673,361;0,0021302
73675,998;0,0021291
73678,677;0,0021291
73681,332;0,0021287
73684,016;0,0021284
73686,716;0,0021295
73689,330;0,0021295
73692,053;0,0021291
73694,666;0,002128
73697,333;0,002128
73700,024;0,0021291
73702,697;0,0021295
73705,362;0,0021291
73708,041;0,0021295
73710,693;0,0021295
73713,365;0,0021295
73716,067;0,0020911
73718,830;0,0020325
73721,696;0,0019813
73724,369;0,0019466
73727,016;0,0019193
73729,728;0,0018979
73732,388;0,0018802
73735,053;0,0018677
73737,698;0,001857
73740,562;0,0018482
73743,366;0,0018397
73746,063;0,0018334
73748,991;0,0018286
73751,744;0,0018249
73754,378;0,0018216
73757,030;0,0018194
73759,748;0,0018161
73763,193;0,001815
73766,053;0,0018117
73768,699;0,0018124
73771,373;0,0018095
73774,128;0,0018091
73777,067;0,0018084
73779,703;0,001808
73782,339;0,0018069
73785,088;0,0018047
73788,017;0,001805
73790,659;0,0018054
73798,487;0,0018043
73801,372;0,0018025
73804,069;0,0018032
73806,671;0,0018025
73809,493;0,0018025
73812,384;0,0018021
73815,045;0,0018017
73817,672;0,0018014
73821,046;0,0018014
73823,692;0,001801
73830,285;0,0018006
73833,388;0,0018014
73836,052;0,0017995
73838,790;0,0017995
73845,953;0,0018006
73848,662;0,0017995
73851,367;0,0017988
73854,025;0,001798
73857,482;0,0017984
73860,335;0,0017977
73862,975;0,0017977
73865,701;0,0017977
73868,385;0,0017969
73871,022;0,0017969
73873,683;0,0017973
73876,423;0,0017966
73879,369;0,0017966
73881,984;0,0017966
73884,708;0,0017962
73887,507;0,0017969
73890,392;0,0017951
73893,374;0,0017955
73896,006;0,0017955
73908,597;0,0017955
73911,327;0,001794
73914,022;0,0017955
73916,689;0,0017943
73919,294;0,001794
73922,034;0,0017943
73924,713;0,0017936
73927,331;0,0017936
73930,035;0,0017932
73932,703;0,0017936
73935,367;0,001794
73938,007;0,001794
73940,671;0,0017925
73943,349;0,001794
73945,969;0,0017936
73948,663;0,0017921
73951,308;0,0017925
73954,372;0,0017936
73962,030;0,0017925
73965,016;0,0017925
73967,664;0,0017921
73970,376;0,0017925
73973,003;0,001791
73975,696;0,0017918
73978,301;0,0017921
73981,010;0,0017918
73984,820;0,001791
73989,045;0,001791
73991,856;0,0017903
73994,689;0,001791
73997,332;0,0017918
73999,971;0,0017903
74021,851;0,001791
74026,021;0,0017899
74029,580;0,0017896
74032,657;0,0017896
74035,313;0,0017888
74037,971;0,0017903
74040,672;0,0017888
74043,350;0,0017892
74045,984;0,0017888
74048,718;0,0017892
74051,383;0,0017881
74054,008;0,0017873
74056,613;0,0017877
74059,326;0,0017877
74062,029;0,0017877
74064,640;0,001787
74067,287;0,0017873
74069,997;0,0017881
74072,713;0,0017877
74075,344;0,0017877
74077,983;0,0017866
74084,339;0,0017873
74087,086;0,001787
74089,986;0,0017866
74092,660;0,0017866
74100,560;0,0017862
74103,338;0,001787
74105,947;0,0017866
74111,356;0,0017866
74114,327;0,0017859
74116,987;0,0017859
74119,654;0,0017855
74122,333;0,0017862
74126,792;0,0017859
74129,656;0,0017851
74132,284;0,0017859
74134,983;0,0017851
74137,711;0,0017844
74141,312;0,0017855
74143,964;0,0017855
74146,679;0,0017844
74149,322;0,0017844
74151,986;0,001784
74154,642;0,0017844
74159,788;0,0017851
74162,652;0,001784
74165,288;0,0017837
74167,940;0,001784
74170,654;0,0017833
74177,889;0,0017837
74180,657;0,0017829
74183,241;0,0017833
74185,966;0,0017833
74191,943;0,0017829
74194,971;0,0017829
74197,589;0,0017818
74200,256;0,0017829
74202,979;0,0017833
74205,577;0,0017829
74209,146;0,0017822
74212,109;0,0017833
74214,971;0,0017825
74217,622;0,0017829
74221,150;0,0017825
74223,969;0,0017822
74226,708;0,0017829
74229,621;0,0017818
74232,299;0,0017586
74234,971;0,0016963
74241,639;0,0016502
74244,615;0,0015717
74247,283;0,0015525
74249,929;0,001537
74254,046;0,0015237
74257,899;0,0015086
74260,634;0,001499
74263,287;0,001495
74265,927;0,0014906
74277,622;0,0014861
74280,576;0,0014762
74283,287;0,0014747
74285,965;0,0014732
74288,581;0,0014729
74291,247;0,0014721
74294,307;0,0014699
74298,992;0,0014692
74301,934;0,0014692
74304,567;0,0014673
74314,584;0,0014673
74317,262;0,0014655
74319,902;0,0014666
74322,592;0,0014655
74325,270;0,0014647
74327,904;0,0014644
74330,600;0,0014647
74333,244;0,0014636
74335,910;0,0014644
74338,645;0,0014644
74341,336;0,0014614
74344,254;0,0014636
74346,940;0,0014625
74353,760;0,0014629
74356,595;0,0014629
74359,416;0,0014622
74376,964;0,0014625
74387,140;0,0014596
74390,039;0,00146
74393,944;0,0014592
74397,094;0,0014585
74399,946;0,0014596
74402,900;0,0014574
74405,576;0,0014589
74411,774;0,0014585
74414,583;0,0014589
74417,210;0,001457
74419,884;0,0014581
74422,576;0,0014581
74426,258;0,0014577
74429,217;0,0014577
74431,888;0,0014574
74434,535;0,001457
74437,202;0,0014574
74439,899;0,0014566
74442,530;0,0014574
74445,197;0,0014566
74447,886;0,001457
74450,528;0,0014566
74453,265;0,0014566
74456,197;0,0014566
74458,896;0,0014574
74461,568;0,0014559
74464,205;0,0014559
74466,887;0,0014552
74469,526;0,0014555
74472,199;0,0014548
74476,748;0,0014552
74497,486;0,0014544
74500,212;0,0014541
74502,848;0,0014541
74506,062;0,001453
74508,850;0,0014537
74511,529;0,0014537
74514,199;0,0014537
74516,847;0,0014544
74519,535;0,001453
74522,201;0,0014541
74524,839;0,0014533
74527,529;0,0014541
74530,195;0,0014526
74532,842;0,0014526
74535,528;0,0014526
74538,210;0,0014526
74540,847;0,001453
74543,531;0,001453
74546,215;0,0014526
74548,840;0,0014518
74551,568;0,0014522
74554,572;0,0014526
74557,207;0,0014522
74659,887;0,0014439
74662,956;0,0014442
74665,847;0,0014444
74668,483;0,0014445
74671,213;0,0014448
74673,847;0,0014449
74676,491;0,0014451
74679,155;0,001445
74681,843;0,0014451
74684,489;0,0014452
74687,162;0,0014454
74689,845;0,0014454
74692,481;0,0014456
74695,164;0,0014455
74697,849;0,0014453
74700,492;0,0014451
74703,161;0,0014451
74706,004;0,0014452
74708,799;0,0014452
74711,529;0,0014449
74714,147;0,0014449
74716,869;0,001445
74719,567;0,0014451
74722,195;0,0014451
74724,844;0,0014451
74727,496;0,0014449
74730,195;0,0014448
74732,879;0,0014446
74735,514;0,0014446
74738,153;0,0014445
74740,838;0,0014446
74743,544;0,0014445
74746,190;0,0014444
74748,808;0,0014237
74751,514;0,001363
74754,176;0,0013173
74756,808;0,0012817
74759,486;0,0012534
74762,191;0,0012305
74764,840;0,0012122
74767,483;0,0011975
74770,189;0,0011859
74773,418;0,0011762
74776,174;0,0011667
74778,792;0,0011604
74782,235;0,0011552
74785,200;0,0011495
74787,794;0,0011465
74790,533;0,0011439
74793,119;0,0011416
74795,831;0,0011395
74798,536;0,0011379
74801,165;0,0011365
74804,087;0,0011356
74806,832;0,0011345
74809,484;0,0011336
74812,108;0,0011327
74814,844;0,001132
74817,484;0,0011314
74820,109;0,0011312
74822,834;0,0011309
74825,524;0,0011305
74828,147;0,0011303
74830,832;0,0011301
74833,523;0,0011296
74836,152;0,0011295
74838,796;0,0011293
74841,487;0,0011293
74844,154;0,001129
74846,889;0,0011286
74849,441;0,0011283
74852,111;0,0011281
74854,777;0,0011281
74857,446;0,0011279
74860,131;0,0011277
74862,814;0,0011275
74865,481;0,0011271
74868,118;0,0011269
74870,795;0,0011268
74873,483;0,0011267
74876,154;0,0011265
74878,772;0,0011262
74881,446;0,0011261
74884,120;0,0011261
74886,795;0,0011262
74889,470;0,0011261
74892,158;0,0011259
74894,758;0,0011256
74897,489;0,0011255
74900,158;0,0011255
74902,800;0,0011255
74905,447;0,0011254
74908,116;0,0011254
74910,837;0,0011253
74913,636;0,0011253
74916,469;0,0011251
74919,159;0,0011249
74921,832;0,0011249
74924,466;0,0011249
74927,117;0,0011246
74929,796;0,0011243
74932,474;0,0011241
74935,146;0,0011242
74937,812;0,0011242
74940,485;0,0011241
74943,170;0,0011239
74946,110;0,0011236
74948,772;0,0011232
74951,429;0,0011229
74954,161;0,0011228
74956,785;0,0011228
74959,611;0,0011228
74962,482;0,0011224
74965,127;0,0011222
74967,749;0,0011223
74976,331;0,0011222
74979,180;0,0011217
74981,748;0,0011216
74984,485;0,0011216
74987,072;0,0011216
74989,780;0,0011215
74992,432;0,0011214
74999,919;0,0011212
75002,801;0,001121
75005,488;0,0011212
75008,147;0,0011211
75010,805;0,0011211
75013,624;0,0011211
75016,440;0,0011208
75019,152;0,0011208
75022,258;0,0011208
75025,075;0,0011208
75027,819;0,0011205
75030,484;0,0011205
75033,109;0,0011203
75035,782;0,0011203
75038,490;0,0011202
75041,703;0,0011203
75044,478;0,00112
75047,072;0,0011198
75049,739;0,0011197
75052,485;0,0011197
75055,131;0,0011198
75057,789;0,0011199
75060,467;0,0011197
75063,138;0,0011194
75065,765;0,0011192
75068,544;0,0011191
75071,459;0,0011191
75074,112;0,0011193
75076,743;0,0011191
75079,521;0,001119
75084,620;0,0011188
75087,443;0,0011187
75090,136;0,0011186
75092,788;0,0011185
75095,483;0,0011183
75098,077;0,001118
75100,784;0,001118
75109,321;0,001118
75112,069;0,0011177
75114,786;0,0011173
75118,598;0,0011173
75121,444;0,0011174
75125,446;0,0011173
75128,069;0,0011172
75130,785;0,0011169
75133,493;0,0011169
75136,976;0,0011168
75139,781;0,0011163
75142,373;0,0011163
75146,659;0,001116
75149,451;0,0011158
75152,111;0,0011159
75154,849;0,001116
75157,705;0,0011157
75160,748;0,0011156
75163,472;0,0011154
75166,102;0,0011152
75168,750;0,0011151
75171,372;0,0011151
75174,106;0,001115
75176,737;0,0011149
75179,648;0,0011147
75182,505;0,0011145
75185,478;0,0011142
75188,111;0,0011144
75190,856;0,0011145
75193,756;0,0011144
75197,538;0,0011145
75202,834;0,0011144
75205,782;0,0011146
75208,385;0,0011146
75211,110;0,0011143
75213,742;0,0011141
75227,416;0,0011139
75230,818;0,001114
75233,381;0,0011138
75236,108;0,0011138
75238,762;0,0011139
75241,694;0,0011138
75244,496;0,0011136
75248,349;0,0011133
75253,917;0,0011132
75256,746;0,0011132
75259,484;0,0011133
75271,051;0,0011131
75273,739;0,0009609
75276,391;0,0009347
75279,016;0,0009131
75281,662;0,00089542
75284,431;0,00088075
75292,869;0,00086882
75296,949;0,0008421
75299,706;0,00083421
75302,380;0,00082999
75305,122;0,00082643
75308,033;0,00082309
75310,715;0,00082039
75313,367;0,00081813
75316,013;0,00081624
75322,374;0,0008149
75325,050;0,00081213
75327,996;0,0008112
75338,616;0,00081027
75341,428;0,00080764
75344,032;0,00080712
75346,717;0,00080649
75349,376;0,00080616
75352,060;0,00080586
75354,706;0,00080575
75361,458;0,00080553
75364,373;0,00080468
75366,973;0,00080438
75369,697;0,00080416
75373,459;0,00080416
75376,423;0,00080394
75379,040;0,00080357
75381,680;0,00080327
75384,388;0,00080308
75387,084;0,00080297
75389,661;0,00080297
75392,328;0,00080297
75395,224;0,00080275
75397,985;0,00080253
75400,671;0,00080223
75403,370;0,00080216
75406,014;0,00080201
75410,006;0,00080205
75412,707;0,00080171
75415,397;0,0008016
75417,977;0,00080149
75420,668;0,00080153
75423,335;0,00080138
75426,008;0,0008016
75428,644;0,00080138
75431,365;0,00080138
75434,021;0,00080127
75441,897;0,00080127
75444,662;0,00080116
75447,322;0,00080101
75450,021;0,00080097
75452,660;0,00080086
75455,359;0,00080082
75458,688;0,00080075
75461,339;0,00080064
75464,008;0,00080038
75466,834;0,00080023
75469,674;0,0007999
75472,329;0,00079997
75474,970;0,0007999
75477,621;0,00079964
75480,317;0,00079942
75483,814;0,00079938
75488,110;0,00079927
75491,024;0,00079942
75496,394;0,00079938
75499,502;0,00079897
75502,481;0,00079886
75505,325;0,00079882
75507,976;0,00079886
75510,655;0,00079867
75513,323;0,00079838
75515,983;0,00079812
75518,653;0,0007979
75521,335;0,00079801
75524,024;0,00079801
75526,616;0,00079778
75529,466;0,00079778
75532,291;0,0007976
75535,008;0,00079749
75537,622;0,00079764
75540,333;0,00079756
75542,979;0,00079749
75545,655;0,00079723
75548,288;0,00079723
75550,940;0,00079719
75553,653;0,0007973
75556,322;0,00079719
75559,009;0,00079704
75561,907;0,00079701
75564,653;0,00079678
75567,286;0,00079641
75569,994;0,00079645
75572,619;0,00079645
75575,322;0,00079634
75577,976;0,00079612
75580,659;0,00079586
75583,321;0,00079571
75585,955;0,00079575
75588,621;0,00079578
75591,331;0,00079571
75593,929;0,00079552
75596,661;0,00079541
75599,319;0,00079523
75601,967;0,00079515
75604,657;0,00079508
75607,263;0,00079504
75618,767;0,00079486
75621,665;0,00079467
75624,324;0,00079482
75626,939;0,00079467
75629,644;0,00079426
75632,325;0,00079419
75634,983;0,0007943
75637,617;0,0007943
75640,750;0,00079426
75643,655;0,00079408
75646,318;0,00079393
75649,620;0,00079375
75652,320;0,00079371
75654,965;0,00079386
75657,624;0,00079397
75660,322;0,00079378
75662,964;0,00079378
75665,662;0,00079349
75668,283;0,00079356
75671,264;0,00079345
75673,984;0,00079349
75676,587;0,00079315
75679,376;0,00079286
75681,965;0,00079278
75684,639;0,00079275
75687,253;0,00079286
75689,972;0,00079267
75692,639;0,00079278
75695,322;0,00079249
75697,961;0,0007923
75700,615;0,00079245
75708,834;0,0007926
75724,262;0,00079237
75732,186;0,00079156
75736,322;0,00079115
75739,284;0,0007913
75741,929;0,00079119
75744,610;0,00079126
75747,246;0,00079108
75750,955;0,00079097
75753,615;0,00079115
75756,277;0,00079123
75758,939;0,00079126
75761,612;0,0007913
75764,277;0,00079115
75766,929;0,00079112
75769,623;0,00079119
75772,279;0,00079126
75774,963;0,00079137
75777,581;0,00079145
75780,228;0,000791
75782,931;0,00075521
75785,590;0,00070704
75788,262;0,00067006
75790,930;0,0006403
75793,646;0,00061566
75796,290;0,00059528
75799,562;0,00057809
75802,296;0,00056052
75804,963;0,00054904
75807,579;0,00053951
75810,291;0,00053114
75812,925;0,00052417
75815,647;0,00051817
75818,248;0,00051339
75820,928;0,00050954
75823,576;0,00050624
75831,973;0,00050346
75834,923;0,00049694
75837,619;0,00049546
75840,251;0,0004942
75842,929;0,0004932
75845,612;0,0004922
75848,241;0,00049145
75850,931;0,00049079
75853,614;0,00049027
75856,281;0,00048986
75858,927;0,00048945
75861,581;0,00048894
75864,284;0,0004886
75866,908;0,00048812
75869,600;0,00048797
75872,219;0,00048779
75874,934;0,0004876
75877,581;0,00048734
75880,277;0,00048708
75883,001;0,00048675
75885,902;0,00048656
75888,571;0,00048638
75891,239;0,00048623
75893,888;0,00048604
75896,572;0,00048586
75899,251;0,00048575
75901,932;0,00048567
75904,579;0,00048575
75907,232;0,00048575
75909,892;0,00048571
75912,609;0,00048545
75915,238;0,00048553
75917,888;0,00048523
75920,650;0,00048516
75923,282;0,00048504
75925,896;0,00048504
75928,573;0,00048486
75931,227;0,00048478
75933,928;0,00048453
75936,596;0,00048456
75939,245;0,00048445
75941,967;0,00048434
75944,557;0,00048408
75947,204;0,00048375
75949,880;0,00048345
75952,559;0,00048345
75955,423;0,00048319
75958,236;0,00048323
75960,925;0,00048304
75963,562;0,00048293
75966,243;0,00048271
75968,935;0,00048275
75971,534;0,0004826
75974,246;0,0004826
75976,887;0,00048249
75979,575;0,0004823
75982,437;0,00048189
75986,435;0,00048189
75989,454;0,00048201
75992,270;0,00048197
