SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 29 20:09:41 EDT 2024
User: DJ
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: JAZA0267
Integration Time (usec): 500000 (JAZA0267)
Spectra Averaged: 1 (JAZA0267)
Boxcar Smoothing: 0 (JAZA0267)
Correct for Electrical Dark: No (JAZA0267)
Strobe/Lamp Enabled: No (JAZA0267)
Correct for Detector Non-linearity: No (JAZA0267)
Correct for Stray Light: No (JAZA0267)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
340.37	1278.73
340.75	1278.73
341.13	1278.73
341.51	1214.80
341.89	1306.13
342.27	1281.02
342.66	1383.77
343.04	1374.64
343.42	1507.08
343.80	1438.57
344.18	1449.99
344.56	1438.57
344.94	1319.83
345.32	1413.46
345.71	1351.80
346.09	1360.94
346.47	1370.07
346.85	1418.02
347.23	1312.98
347.61	1367.79
347.99	1322.12
348.37	1465.97
348.75	1358.65
349.13	1470.54
349.51	1481.96
349.90	1465.97
350.28	1347.24
350.66	1370.07
351.04	1502.51
351.42	1342.67
351.80	1351.80
352.18	1406.60
352.56	1322.12
352.94	1363.22
353.32	1370.07
353.70	1363.22
354.08	1399.75
354.46	1271.88
354.84	1358.65
355.22	1276.45
355.60	1360.94
355.98	1255.90
356.36	1511.64
356.74	1413.46
357.12	1388.34
357.50	1418.02
357.88	1349.52
358.26	1392.90
358.64	1395.19
359.02	1429.44
359.40	1360.94
359.78	1470.54
360.16	1402.04
360.54	1402.04
360.92	1360.94
361.30	1406.60
361.68	1333.53
362.06	1319.83
362.44	1342.67
362.82	1374.64
363.20	1402.04
363.58	1317.55
363.96	1349.52
364.34	1340.38
364.72	1354.09
365.09	1477.39
365.47	1365.50
365.85	1406.60
366.23	1315.27
366.61	1365.50
366.99	1315.27
367.37	1344.95
367.75	1456.84
368.13	1374.64
368.51	1358.65
368.89	1338.10
369.26	1381.49
369.64	1404.32
370.02	1488.81
370.40	1625.82
370.78	1472.82
371.16	1340.38
371.54	1390.62
371.92	1386.05
372.29	1299.28
372.67	1303.85
373.05	1328.97
373.43	1390.62
373.81	1431.72
374.19	1297.00
374.56	1347.24
374.94	1294.72
375.32	1402.04
375.70	1381.49
376.08	1265.03
376.46	1324.40
376.83	1374.64
377.21	1438.57
377.59	1431.72
377.97	1440.86
378.35	1347.24
378.72	1315.27
379.10	1367.79
379.48	1335.82
379.86	1392.90
380.24	1397.47
380.61	1349.52
380.99	1365.50
381.37	1335.82
381.75	1351.80
382.12	1328.97
382.50	1358.65
382.88	1370.07
383.26	1408.89
383.64	1516.21
384.01	1308.42
384.39	1328.97
384.77	1402.04
385.14	1395.19
385.52	1324.40
385.90	1431.72
386.28	1399.75
386.65	1431.72
387.03	1292.43
387.41	1529.91
387.79	1356.37
388.16	1315.27
388.54	1408.89
388.92	1326.68
389.29	1383.77
389.67	1420.31
390.05	1301.57
390.42	1356.37
390.80	1386.05
391.18	1331.25
391.55	1388.34
391.93	1424.87
392.31	1239.91
392.68	1283.30
393.06	1365.50
393.44	1278.73
393.81	1347.24
394.19	1402.04
394.57	1470.54
394.94	1440.86
395.32	1415.74
395.70	1360.94
396.07	1297.00
396.45	1310.70
396.83	1411.17
397.20	1317.55
397.58	1408.89
397.95	1328.97
398.33	1349.52
398.71	1449.99
399.08	1342.67
399.46	1294.72
399.83	1390.62
400.21	1347.24
400.59	1354.09
400.96	1351.80
401.34	1338.10
401.71	1365.50
402.09	1328.97
402.46	1315.27
402.84	1365.50
403.22	1351.80
403.59	1420.31
403.97	1372.35
404.34	1381.49
404.72	1358.65
405.09	1333.53
405.47	1244.48
405.84	1434.01
406.22	1388.34
406.59	1402.04
406.97	1340.38
407.35	1358.65
407.72	1367.79
408.10	1386.05
408.47	1481.96
408.85	1589.28
409.22	1411.17
409.60	1381.49
409.97	1372.35
410.35	1319.83
410.72	1388.34
411.10	1452.27
411.47	1324.40
411.84	1326.68
412.22	1413.46
412.59	1388.34
412.97	1340.38
413.34	1436.29
413.72	1386.05
414.09	1312.98
414.47	1408.89
414.84	1344.95
415.22	1374.64
415.59	1461.41
415.96	1374.64
416.34	1347.24
416.71	1379.20
417.09	1349.52
417.46	1335.82
417.84	1338.10
418.21	1386.05
418.58	1328.97
418.96	1372.35
419.33	1408.89
419.71	1331.25
420.08	1367.79
420.45	1440.86
420.83	1317.55
421.20	1374.64
421.58	1429.44
421.95	1365.50
422.32	1402.04
422.70	1452.27
423.07	1395.19
423.44	1356.37
423.82	1367.79
424.19	1344.95
424.56	1354.09
424.94	1386.05
425.31	1319.83
425.68	1386.05
426.06	1338.10
426.43	1413.46
426.80	1404.32
427.18	1344.95
427.55	1301.57
427.92	1344.95
428.30	1424.87
428.67	1445.42
429.04	1395.19
429.42	1388.34
429.79	1344.95
430.16	1310.70
430.53	1372.35
430.91	1269.60
431.28	1402.04
431.65	1358.65
432.03	1338.10
432.40	1418.02
432.77	1374.64
433.14	1481.96
433.52	1543.61
433.89	1360.94
434.26	1445.42
434.63	1328.97
435.01	1319.83
435.38	1434.01
435.75	1379.20
436.12	1632.67
436.50	1424.87
436.87	1360.94
437.24	1431.72
437.61	1381.49
437.98	1365.50
438.36	1392.90
438.73	1347.24
439.10	1395.19
439.47	1418.02
439.84	1541.33
440.22	1454.56
440.59	1390.62
440.96	1429.44
441.33	1365.50
441.70	1363.22
442.08	1376.92
442.45	1402.04
442.82	1333.53
443.19	1383.77
443.56	1424.87
443.93	1411.17
444.30	1406.60
444.68	1285.58
445.05	1328.97
445.42	1328.97
445.79	1356.37
446.16	1340.38
446.53	1379.20
446.90	1347.24
447.28	1399.75
447.65	1662.35
448.02	1344.95
448.39	1443.14
448.76	1328.97
449.13	1365.50
449.50	1406.60
449.87	1356.37
450.24	1379.20
450.61	1395.19
450.98	1402.04
451.36	1411.17
451.73	1258.18
452.10	1367.79
452.47	1365.50
452.84	1328.97
453.21	1438.57
453.58	1386.05
453.95	1303.85
454.32	1319.83
454.69	1363.22
455.06	1381.49
455.43	1486.53
455.80	1440.86
456.17	1372.35
456.54	1317.55
456.91	1511.64
457.28	1424.87
457.65	1406.60
458.02	1413.46
458.39	1376.92
458.76	1427.16
459.13	1459.12
459.50	1328.97
459.87	1431.72
460.24	1548.18
460.61	1379.20
460.98	1269.60
461.35	1365.50
461.72	1347.24
462.09	1326.68
462.46	1308.42
462.83	1358.65
463.20	1367.79
463.57	1376.92
463.94	1424.87
464.31	1354.09
464.68	1319.83
465.05	1324.40
465.42	1299.28
465.78	1292.43
466.15	1335.82
466.52	1356.37
466.89	1292.43
467.26	1434.01
467.63	1249.05
468.00	1397.47
468.37	1383.77
468.74	1351.80
469.11	1413.46
469.47	1392.90
469.84	1413.46
470.21	1390.62
470.58	1422.59
470.95	1386.05
471.32	1429.44
471.69	1349.52
472.06	1363.22
472.42	1354.09
472.79	1340.38
473.16	1349.52
473.53	1360.94
473.90	1365.50
474.27	1379.20
474.63	1262.75
475.00	1308.42
475.37	1315.27
475.74	1326.68
476.11	1415.74
476.48	1388.34
476.84	1287.87
477.21	1408.89
477.58	1340.38
477.95	1312.98
478.31	1392.90
478.68	1392.90
479.05	1347.24
479.42	1427.16
479.79	1370.07
480.15	1447.71
480.52	1436.29
480.89	1397.47
481.26	1429.44
481.62	1379.20
481.99	1367.79
482.36	1429.44
482.73	1465.97
483.09	1324.40
483.46	1356.37
483.83	1402.04
484.20	1360.94
484.56	1365.50
484.93	1367.79
485.30	1328.97
485.66	1342.67
486.03	1335.82
486.40	1438.57
486.77	1477.39
487.13	1374.64
487.50	1360.94
487.87	1335.82
488.23	1470.54
488.60	1338.10
488.97	1415.74
489.33	1422.59
489.70	1431.72
490.07	1495.66
490.43	1415.74
490.80	1422.59
491.17	1431.72
491.53	1354.09
491.90	1406.60
492.27	1402.04
492.63	1317.55
493.00	1292.43
493.36	1518.49
493.73	1390.62
494.10	1331.25
494.46	1351.80
494.83	1555.03
495.20	1404.32
495.56	1484.24
495.93	1374.64
496.29	1449.99
496.66	1500.23
497.03	1422.59
497.39	1347.24
497.76	1465.97
498.12	1360.94
498.49	1541.33
498.85	1395.19
499.22	1502.51
499.59	1545.90
499.95	1532.19
500.32	1486.53
500.68	1463.69
501.05	1539.04
501.41	1472.82
501.78	1440.86
502.14	1431.72
502.51	1434.01
502.87	1566.45
503.24	1577.86
